=Below Budget,=Above Budget,Address Number,Amount for P&L (% of Gross Sales),Amount for P&L (Margins),Amount for P&L,Amount2,Amount,Amount_%,Amount_Size,Amount_label,Amount in 000s,Selected Category,Calculation2,Gross Margin M,Inventory Turns,Inventory Units,Profit Margin,Selected Year (start),Sales Quantity,Distinct Orders,Inventory Value in 1000,New YYYYMM,Selected Metric Biz Mix,Net Margin Calc Field,=Space,Performance Eval Legend,Inventory Value,Selected Metric (sort),Amount Minus,Category (Margins),Category (group) 1,Category (group),Category Color,Category,Channel,Channel_Filter,CostPrice*StockOH,CostPrice,Customer - Product Desc,Customer - Product Segmentation,Customer Segment (group),Customer,Distribution Channel Mgr,Gross Profit M,SG&A,Indirect Expenses,"Taxes, Interest",COGS,Gross Sales and Profit Amount,Gross Sales Amount,Inventory Value (copy 2),Inventory Value (step1),Customer Location,Operating Income M,Profit M,Net Sales,Operating Margin M,OrderID,Product Category (group),Product Category,Product,Product Type Desc,Region,Region_Filter,Sales Price (weighted avg),SegmentDesc+Region,Customer Segment,Selected Metric Value,Selected Metric Unit,Selected Year (end),StockOH,ThroughputQty,YYYYMM,Year Filter,Year To Date Filter,title_Target,title_COGS,title_Indirect_Expenses,title_Portfolio_Average,title_Margin,title_from_Gross_Sales,title_Selected_Metric
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Frozen Foods,1,,23.975155280,80.5,,1/1/2012,,1,6.40941,9/1/2013 12:00:00 AM,0,, ,Above Budget,"$6,409",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6409.41,$80,Frozen Chicken,Frozen Foods,Stores,Homebound,JL,,,,,,,,"$6,409","$6,409",Schertz,,,0,,16145,Other,Frozen Foods,Frozen Chicken,Meat,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,80.5,1930,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20042368,$382,$382,$382,,$382,,,,0.38199,Frozen Foods,1,,2.72,62.5,,1/1/2012,,1,0.121535,9/1/2013 12:00:00 AM,0.38199,, ,Above Budget,$122,,-0.38199,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,121.535,$22,Pizza,Frozen Foods,Stores,Pacific Sierra Research,JL,,,,,,,,"$1,403","$1,403",Aurora,,,0.38199,,32551,Other,Frozen Foods,Pizza,Pizza,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,62.5,170,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10014495,$139,$139,$139,,$139,,,,0.1392,Frozen Foods,1,,0.645161290,77.5,,1/1/2012,,1,0.85405,9/1/2013 12:00:00 AM,0.1392,, ,Above Budget,$854,,-0.1392,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,854.05,$11,Pizza,Frozen Foods,Stores,Harvard Trust Company,JL,,,,,,,,$854,$854,Clackamas,,,0.1392,,17321,Other,Frozen Foods,Pizza,Pizza,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,77.5,50,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$22,$22,$22,,$22,,,,0.02242,Frozen Foods,1,,2,60.5,,1/1/2012,,1,0.61589,9/1/2013 12:00:00 AM,0.02242,, ,Above Budget,$616,,-0.02242,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,615.89,$10,Pizza,Frozen Foods,Stores,A2Z Solutions,JL,,,,,,,,$616,$616,North Highlands,,,0.02242,,17203,Other,Frozen Foods,Pizza,Pizza,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,60.5,121,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023471,$45,$45,$45,,$45,,,,0.04505,Frozen Foods,1,,6,53.5,,1/1/2012,,1,0.302275,9/1/2013 12:00:00 AM,0.04505,, ,Above Budget,$302,,-0.04505,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,302.275,$6,Pizza,Frozen Foods,Stores,Road Warrior International,JL,,,,,,,,$302,$302,Odessa,,,0.04505,,16297,Other,Frozen Foods,Pizza,Pizza,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,53.5,321,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50112280,$284,$284,$284,,$284,,,,0.28439,Frozen Foods,1,,3.566218810,260.5,,1/1/2012,,1,1.63998,9/1/2013 12:00:00 AM,0.28439,, ,Above Budget,"$1,640",,-0.28439,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1639.98,$38,Pizza,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$9,836","$9,836",Rancho Cordova,,,0.28439,,80902,Other,Frozen Foods,Pizza,Pizza,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,260.5,929,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10019900,$103,$103,$103,,$103,,,,0.10309,Frozen Foods,1,,2,73,,1/1/2012,,1,0.54458,9/1/2013 12:00:00 AM,0.10309,, ,Above Budget,$545,,-0.10309,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,544.58,$7,Pizza,Frozen Foods,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,$545,$545,Sacramento,,,0.10309,,17264,Other,Frozen Foods,Pizza,Pizza,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,73,146,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009631,$99,$99,$99,,$99,,,,0.09935,Frozen Foods,1,,22.068965517,29,,1/1/2012,,1,1.10374,9/1/2013 12:00:00 AM,0.09935,, ,Above Budget,"$1,104",,-0.09935,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1103.74,$38,French Fries,Frozen Foods,Stores,Clearout,JL,,,,,,,,"$1,104","$1,104",Corona,,,0.09935,,17044,Other,Frozen Foods,French Fries,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,29,640,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20000932,$143,$143,$143,,$143,,,,0.14303,Frozen Foods,1,,22.15625,32,,1/1/2012,,1,1.22788,9/1/2013 12:00:00 AM,0.14303,, ,Above Budget,"$1,228",,-0.14303,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1227.88,$79,French Fries,Frozen Foods,Stores,A2Z Solutions,JL,,,,,,,,"$2,542","$2,542",North Highlands,,,0.14303,,34130,Other,Frozen Foods,French Fries,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,32,709,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$333,$333,$333,,$333,,,,0.33254,Frozen Foods,1,,3.526918671,873,,1/1/2012,,1,6.70369,9/1/2013 12:00:00 AM,0.33254,, ,Above Budget,"$6,704",,-0.33254,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6703.69,$72,French Fries,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$62,847","$62,847",Rancho Cordova,,,0.33254,,49958,Other,Frozen Foods,French Fries,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,873,3079,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$3,$3,$3,,$3,,,,0.00294,Frozen Foods,1,,2.837837838,222,,1/1/2012,,1,0.91686,9/1/2013 12:00:00 AM,0.00294,, ,Above Budget,$917,,-0.00294,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,916.86,$4,French Fries,Frozen Foods,Stores,Hetrick Systems,JL,,,,,,,,$917,$917,Sacramento,,,0.00294,,16947,Other,Frozen Foods,French Fries,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,222,630,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10019900,$103,$103,$103,,$103,,,,0.10309,Frozen Foods,1,,2.837837838,222,,1/1/2012,,1,0.91686,9/1/2013 12:00:00 AM,0.10309,, ,Above Budget,$917,,-0.10309,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,916.86,$4,French Fries,Frozen Foods,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,$917,$917,Sacramento,,,0.10309,,17263,Other,Frozen Foods,French Fries,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,222,630,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Frozen Foods,1,,2.837837838,222,,1/1/2012,,1,0.91686,9/1/2013 12:00:00 AM,0,, ,Above Budget,$917,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,916.86,$4,French Fries,Frozen Foods,Stores,Homebound,JL,,,,,,,,$917,$917,Schertz,,,0,,15901,Other,Frozen Foods,French Fries,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,222,630,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60058056,"$274,670","$274,670","$274,670",,"$274,670",,,,274.67032,Frozen Foods,1,,42.038535645,1557,,1/1/2012,,1,188.98866,9/1/2013 12:00:00 AM,274.67032,, ,Above Budget,"$188,989",,-274.67032,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,188988.66,$728,Frozen Vegetables,Frozen Foods,Stores,Deak-Perera Group.,JL,,,,,,,,"$1,133,932","$1,133,932",Kalamazoo,,,274.67032,,98282,Other,Frozen Foods,Frozen Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1557,65454,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025778,$15,$15,$15,,$15,,,,0.01547,Frozen Foods,1,,28.222222222,13.5,,1/1/2012,,1,0.02673,9/1/2013 12:00:00 AM,0.01547,, ,Above Budget,$27,,-0.01547,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,26.73,$2,Frozen Vegetables,Frozen Foods,Stores,ValiCert,JL,,,,,,,,$27,$27,Pomona,,,0.01547,,17193,Other,Frozen Foods,Frozen Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,13.5,381,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$15,$15,$15,,$15,,,,0.01516,Frozen Foods,1,,33.800995025,502.5,,1/1/2012,,1,23.775225,9/1/2013 12:00:00 AM,0.01516,, ,Above Budget,"$23,775",,-0.01516,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,23775.225,$70,Frozen Vegetables,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$35,371","$35,371",Rancho Cordova,,,0.01516,,34011,Other,Frozen Foods,Frozen Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,502.5,16985,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$20,$20,$20,,$20,,,,0.0204,Frozen Foods,1,,2,93.5,,1/1/2012,,1,1.730685,9/1/2013 12:00:00 AM,0.0204,, ,Above Budget,"$1,731",,-0.0204,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1730.685,$19,Frozen Vegetables,Frozen Foods,Stores,Hetrick Systems,JL,,,,,,,,"$1,731","$1,731",Sacramento,,,0.0204,,16658,Other,Frozen Foods,Frozen Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,93.5,187,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60099528,$0,$0,$0,,$0,,,,0,Frozen Foods,1,,16.216425121,3105,,1/1/2012,,1,61.570985,9/1/2013 12:00:00 AM,0,, ,Above Budget,"$61,571",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,61570.985,$129,Frozen Vegetables,Frozen Foods,Stores,Homebound,JL,,,,,,,,"$400,793","$400,793",Schertz,,,0,,98321,Other,Frozen Foods,Frozen Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,3105,50352,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60154668,"$1,771","$1,771","$1,771",,"$1,771",,,,1.7708,Meat,1,,2,430.5,,1/1/2012,,1,5.72853,9/1/2013 12:00:00 AM,1.7708,, ,Above Budget,"$5,729",,-1.7708,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5728.53,$86,Hamburger,Meat,Stores,ValiCert,JL,,,,,,,,"$37,131","$37,131",Pomona,,,1.7708,,102984,Other,Meat,Hamburger,Meat,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,430.5,861,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,"$13,192","$13,192","$13,192",,"$13,192",,,,13.19246,Meat,1,,2,81,,1/1/2012,,1,9.77589,9/1/2013 12:00:00 AM,13.19246,, ,Above Budget,"$9,776",,-13.19246,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,9775.89,$121,Hamburger,Meat,Stores,Ra Co Amo,JL,,,,,,,,"$9,776","$9,776",Rancho Cordova,,,13.19246,,17359,Other,Meat,Hamburger,Meat,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,81,162,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Meat,1,,2,79.5,,1/1/2012,,1,0.61056,9/1/2013 12:00:00 AM,0,, ,Above Budget,$611,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,610.56,$8,Hamburger,Meat,Stores,Homebound,JL,,,,,,,,$611,$611,Schertz,,,0,,17128,Other,Meat,Hamburger,Meat,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,79.5,159,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$94,$94,$94,,$94,,,,0.09386,Produce,1,,12.036036036,55.5,,1/1/2012,,1,2.12898,9/1/2013 12:00:00 AM,0.09386,, ,Above Budget,"$2,129",,-0.09386,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2128.98,$38,Fresh Fruit,Produce,Stores,Pacific Sierra Research,JL,,,,,,,,"$2,129","$2,129",Aurora,,,0.09386,,16277,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55.5,668,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60002796,$460,$460,$460,,$460,,,,0.4604,Produce,1,,9.926540284,844,,1/1/2012,,1,11.9264,9/1/2013 12:00:00 AM,0.4604,, ,Above Budget,"$11,926",,-0.4604,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,11926.4,$128,Fresh Fruit,Produce,Stores,A2Z Solutions,JL,,,,,,,,"$108,437","$108,437",North Highlands,,,0.4604,,102977,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,844,8378,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10024262,$10,$10,$10,,$10,,,,0.0102,Produce,1,,8.001719690,581.5,,1/1/2012,,1,5.088125,9/1/2013 12:00:00 AM,0.0102,, ,Above Budget,"$5,088",,-0.0102,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5088.125,$9,Fresh Fruit,Produce,Stores,Signature,JL,,,,,,,,"$5,088","$5,088",Oakland,,,0.0102,,16982,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,581.5,4653,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,70157192,"$4,018","$4,018","$4,018",,"$4,018",,,,4.0181,Produce,1,,5.390724057,1498.5,,1/1/2012,,1,31.39638,9/1/2013 12:00:00 AM,4.0181,, ,Above Budget,"$31,396",,-4.0181,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,31396.38,$262,Fresh Fruit,Produce,Stores,Ra Co Amo,JL,,,,,,,,"$392,083","$392,083",Rancho Cordova,,,4.0181,,113363,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1498.5,8078,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20031586,$113,$113,$113,,$113,,,,0.11307,Produce,1,,7.624610592,642,,1/1/2012,,1,7.819095,9/1/2013 12:00:00 AM,0.11307,, ,Above Budget,"$7,819",,-0.11307,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7819.095,$54,Fresh Fruit,Produce,Stores,Hetrick Systems,JL,,,,,,,,"$34,597","$34,597",Sacramento,,,0.11307,,32444,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,642,4895,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50082940,$0,$0,$0,,$0,,,,0,Produce,1,,9.706467662,1407,,1/1/2012,,1,22.68758,9/1/2013 12:00:00 AM,0,, ,Above Budget,"$22,688",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,22687.58,$165,Fresh Fruit,Produce,Stores,Homebound,JL,,,,,,,,"$231,564","$231,564",Schertz,,,0,,80384,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1407,13657,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009656,$11,$11,$11,,$11,,,,0.01081,Produce,1,,8.001719690,581.5,,1/1/2012,,1,5.088125,9/1/2013 12:00:00 AM,0.01081,, ,Above Budget,"$5,088",,-0.01081,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5088.125,$9,Fresh Fruit,Produce,Stores,DCS Laboratory,JL,,,,,,,,"$5,088","$5,088",Trinity Center,,,0.01081,,17376,Produce,Produce,Fresh Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,581.5,4653,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$170,$170,$170,,$170,,,,0.16958,Produce,1,,4,602.5,,1/1/2012,,1,7.127575,9/1/2013 12:00:00 AM,0.16958,, ,Above Budget,"$7,128",,-0.16958,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7127.575,$12,Tofu,Produce,Stores,Pacific Sierra Research,JL,,,,,,,,"$7,128","$7,128",Aurora,,,0.16958,,16263,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,602.5,2410,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20000932,$587,$587,$587,,$587,,,,0.58704,Produce,1,,6.841369672,715.5,,1/1/2012,,1,8.196555,9/1/2013 12:00:00 AM,0.58704,, ,Above Budget,"$8,197",,-0.58704,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8196.555,$21,Tofu,Produce,Stores,A2Z Solutions,JL,,,,,,,,"$15,233","$15,233",North Highlands,,,0.58704,,33534,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,715.5,4895,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10024262,$18,$18,$18,,$18,,,,0.0182,Produce,1,,4,602.5,,1/1/2012,,1,7.127575,9/1/2013 12:00:00 AM,0.0182,, ,Above Budget,"$7,128",,-0.0182,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7127.575,$12,Tofu,Produce,Stores,Signature,JL,,,,,,,,"$7,128","$7,128",Oakland,,,0.0182,,16930,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,602.5,2410,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$646,$646,$646,,$646,,,,0.64553,Produce,1,,3.998513011,672.5,,1/1/2012,,1,9.220575,9/1/2013 12:00:00 AM,0.64553,, ,Above Budget,"$9,221",,-0.64553,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,9220.575,$42,Tofu,Produce,Stores,Ra Co Amo,JL,,,,,,,,"$28,063","$28,063",Rancho Cordova,,,0.64553,,33994,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,672.5,2689,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20031586,$37,$37,$37,,$37,,,,0.0374,Produce,1,,4,1205,,1/1/2012,,1,14.25515,9/1/2013 12:00:00 AM,0.0374,, ,Above Budget,"$14,255",,-0.0374,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,14255.15,$24,Tofu,Produce,Stores,Hetrick Systems,JL,,,,,,,,"$28,510","$28,510",Sacramento,,,0.0374,,34272,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1205,4820,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Produce,1,,3.985714286,70,,1/1/2012,,1,2.093,9/1/2013 12:00:00 AM,0,, ,Above Budget,"$2,093",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2093,$30,Tofu,Produce,Stores,Homebound,JL,,,,,,,,"$2,093","$2,093",Schertz,,,0,,15880,Produce,Produce,Tofu,Packaged Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,70,279,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$202,$202,$202,,$202,,,,0.2022,Produce,1,,14.06,50,,1/1/2012,,1,1.0565,9/1/2013 12:00:00 AM,0.2022,, ,Above Budget,"$1,057",,-0.2022,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1056.5,$21,Nuts,Produce,Stores,Pacific Sierra Research,JL,,,,,,,,"$1,057","$1,057",Aurora,,,0.2022,,16264,Produce,Produce,Nuts,Specialty,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,50,703,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20000932,$109,$109,$109,,$109,,,,0.10938,Produce,1,,9.680365297,109.5,,1/1/2012,,1,1.50513,9/1/2013 12:00:00 AM,0.10938,, ,Above Budget,"$1,505",,-0.10938,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1505.13,$29,Nuts,Produce,Stores,A2Z Solutions,JL,,,,,,,,"$3,139","$3,139",North Highlands,,,0.10938,,33569,Produce,Produce,Nuts,Specialty,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,109.5,1060,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40103112,"$3,848","$3,848","$3,848",,"$3,848",,,,3.8479,Produce,1,,38.497695853,108.5,,1/1/2012,,1,1.09641,9/1/2013 12:00:00 AM,3.8479,, ,Above Budget,"$1,096",,-3.8479,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1096.41,$120,Nuts,Produce,Stores,ValiCert,JL,,,,,,,,"$13,009","$13,009",Pomona,,,3.8479,,65940,Produce,Produce,Nuts,Specialty,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,108.5,4177,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40089824,"$15,749","$15,749","$15,749",,"$15,749",,,,15.74937,Produce,1,,6.952380952,189,,1/1/2012,,1,10.59776,9/1/2013 12:00:00 AM,15.74937,, ,Above Budget,"$10,598",,-15.74937,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10597.76,$193,Nuts,Produce,Stores,Ra Co Amo,JL,,,,,,,,"$36,524","$36,524",Rancho Cordova,,,15.74937,,66223,Produce,Produce,Nuts,Specialty,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,189,1314,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
